"collection","source_id","catalog_artist","catalog_title","format_group","bandcamp_status","bandcamp_url","bandcamp_album_id","bandcamp_embed_url","bandcamp_page_title","tidal_status","tidal_url","tidal_page_title","tidal_discovery_url","tidal_lookup_url","identity_evidence_url","checked_at","notes"
"distro","mammock-itch-vinyl","Mammock","Itch","Vinyl 12-inch","verified","https://mammock.bandcamp.com/album/itch","2784504823","https://bandcamp.com/EmbeddedPlayer/album=2784504823/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Itch | Mammock","unverified","","","","https://itunes.apple.com/search?term=Mammock&entity=album&limit=200&country=GR","https://mammock.bandcamp.com/album/itch","2026-09-22",""
"distro","maserati-live-at-dunk-fest-2024-vinyl","Maserati","Live at Dunk! Fest 2024","Vinyl 12-inch","unresolved","","","","","unverified","","","","https://itunes.apple.com/search?term=Maserati&entity=album&limit=200&country=GR","https://dunkrecords.com/products/maserati-live-at-dunk-festival-2024","2026-09-22","Official dunk!records page confirms this 2024 performance (2025 physical release). No exact supported stream verified; do not substitute a studio album or other live set."
"distro","millions-of-dead-tourists-ygiis-cd","Millions of Dead tourists","Υγειής","CDs","verified","https://millionsofdeadtourists.bandcamp.com/album/healthy","315176716","https://bandcamp.com/EmbeddedPlayer/album=315176716/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Υγιείς (Healthy) | Millions of Dead Tourists","unverified","","","","https://itunes.apple.com/search?term=Millions+of+Dead+Tourists&entity=album&limit=200&country=GR","https://millionsofdeadtourists.bandcamp.com/album/healthy","2026-09-22",""
"distro","mpugio-dirty-johnny-blues-ntertia-cd","Μπουγιο & Dirty Johnny","Blues & Ντέρτια","CDs","unresolved","","","","","unverified","","","","https://itunes.apple.com/search?term=%CE%9C%CF%80%CE%BF%CF%85%CE%B3%CE%B9%CE%BF+%26+Dirty+Johnny&entity=album&limit=200&country=GR","https://www.youtube.com/playlist?list=PLXOTjoZDrmkT4UnYcyfU-e_UaNLviE9a5","2026-09-22","Existing official YouTube playlist confirms the recording; no supported Bandcamp/Tidal source verified. YouTube is not added by this change."
"distro","nausea-bomb-slap-punkabilly-cd","Nausea Bomb","Slap punkabilly","CDs","unresolved","","","","","unverified","","","","https://itunes.apple.com/search?term=Nausea+Bomb&entity=album&limit=200&country=GR","https://nauseabomb.bandcamp.com/","2026-09-22","Unresolved edition/title. Official self-titled Bandcamp candidate has only three tracks and is not proven to be this CD. User also searched unsuccessfully on 2026-09-22. Do not assign candidate album ID 3834681958 without confirming the stocked recording."
"distro","noise-raid-cosmic-radiation-cd","Noise Raid","Cosmic Radiation","CDs","verified","https://noiseraid.bandcamp.com/album/cosmic-radiation","2342047616","https://bandcamp.com/EmbeddedPlayer/album=2342047616/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Cosmic Radiation | Noise Raid","verified","https://tidal.com/album/238379281","Cosmic Radiation by Noise Raid on TIDAL","https://album.link/i/1635048367","https://itunes.apple.com/search?term=Noise+Raid&entity=album&limit=200&country=GR","https://noiseraid.bandcamp.com/album/cosmic-radiation","2026-09-22",""
"distro","noise-without-decay","Last Rizla","Noise Without Decay","Vinyl 12-inch","verified","https://lastrizla.bandcamp.com/album/noise-without-decay","2989326631","https://bandcamp.com/EmbeddedPlayer/album=2989326631/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Noise Without Decay | Last Rizla","verified","https://tidal.com/album/289668249","Noise Without Decay by Last Rizla on TIDAL","https://album.link/i/1682799622","https://itunes.apple.com/search?term=Last+Rizla&entity=album&limit=200&country=GR","https://lastrizla.bandcamp.com/album/noise-without-decay","2026-09-22",""
"distro","nothing-thrives-tales-of-disgrace-vinyl","Nothing Thrives","Tales of disgrace","Vinyl 12-inch","verified","https://nothingthrives.bandcamp.com/album/tales-of-disgrace-lp-full-length-album","2179486668","https://bandcamp.com/EmbeddedPlayer/album=2179486668/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","TALES OF DISGRACE - (full length album) | Nothing Thrives","verified","https://tidal.com/album/398024381","Tales of Disgrace by Nothing Thrives on TIDAL","https://album.link/i/1778285641","https://itunes.apple.com/search?term=Nothing+Thrives&entity=album&limit=200&country=GR","https://nothingthrives.bandcamp.com/album/tales-of-disgrace-lp-full-length-album","2026-09-22",""
"distro","nyos-navigation-cd","NYOS","Navigation","CDs","verified","https://nyos.bandcamp.com/album/navigation","3505270323","https://bandcamp.com/EmbeddedPlayer/album=3505270323/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Navigation | NYOS","verified","https://tidal.com/album/102424650","Navigation by NYOS on TIDAL","https://album.link/i/1449503489","https://itunes.apple.com/search?term=NYOS&entity=album&limit=200&country=GR","https://nyos.bandcamp.com/album/navigation","2026-09-22",""
"distro","okwaho-okwaho-cd","Okwaho","Okwaho","CDs","verified","https://okwaho.bandcamp.com/album/okwaho","2011323372","https://bandcamp.com/EmbeddedPlayer/album=2011323372/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Okwaho | Okwaho","unverified","","","","https://itunes.apple.com/search?term=Okwaho&entity=album&limit=200&country=GR","https://okwaho.bandcamp.com/album/okwaho","2026-09-22",""
"distro","olaf-olafsonn-and-the-big-bad-trip-chakra-meditations-vinyl","Olaf Olafsonn and the Big Bad Trip","Chakra Meditations","Vinyl 12-inch","verified","https://bigbadtrip.bandcamp.com/album/chakra-meditations","1236753949","https://bandcamp.com/EmbeddedPlayer/album=1236753949/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Chakra Meditations | Olaf Olafsonn and the Big Bad Trip","unverified","","","","https://itunes.apple.com/search?term=Olaf+Olafsonn+and+the+Big+Bad+Trip&entity=album&limit=200&country=GR","https://bigbadtrip.bandcamp.com/album/chakra-meditations","2026-09-22",""
"distro","on-the-quiet","One Leg Mary","On The Quiet","Vinyl 12-inch","verified","https://onelegmary.bandcamp.com/album/on-the-quiet","1133527153","https://bandcamp.com/EmbeddedPlayer/album=1133527153/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","On The Quiet | One Leg Mary","verified","https://tidal.com/album/416540162","On The Quiet by One Leg Mary on TIDAL","https://album.link/i/1795099595","https://itunes.apple.com/search?term=One+Leg+Mary&entity=album&limit=200&country=GR","https://onelegmary.bandcamp.com/album/on-the-quiet","2026-09-22",""
"distro","one-leg-mary-i-a-seawolf-a-madman-cd","One leg Mary","I, a Seawolf, a Madman","CDs","verified","https://onelegmary.bandcamp.com/album/i-a-seawolf-a-madman","1347520763","https://bandcamp.com/EmbeddedPlayer/album=1347520763/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","I, a Seawolf, a Madman. | One Leg Mary","verified","https://tidal.com/album/416540143","I, a Seawolf, a Madman. by One Leg Mary on TIDAL","https://album.link/i/1795097084","https://itunes.apple.com/search?term=One+Leg+Mary&entity=album&limit=200&country=GR","https://onelegmary.bandcamp.com/album/i-a-seawolf-a-madman","2026-09-22",""
"distro","one-leg-mary-on-the-quiet-cd","One leg Mary","On the quiet","CDs","verified","https://onelegmary.bandcamp.com/album/on-the-quiet","1133527153","https://bandcamp.com/EmbeddedPlayer/album=1133527153/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","On The Quiet | One Leg Mary","verified","https://tidal.com/album/416540162","On The Quiet by One Leg Mary on TIDAL","https://album.link/i/1795099595","https://itunes.apple.com/search?term=One+Leg+Mary&entity=album&limit=200&country=GR","https://onelegmary.bandcamp.com/album/on-the-quiet","2026-09-22",""
"distro","onrust-van-woede-tot-wanhoop-vinyl","Onrust","Van Woede Tot Wanhoop","Vinyl 12-inch","verified","https://onrustmusic.bandcamp.com/album/van-woede-tot-wanhoop","956269968","https://bandcamp.com/EmbeddedPlayer/album=956269968/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Van Woede Tot Wanhoop | ONRUST","verified","https://tidal.com/album/454386090","Van Woede Tot Wanhoop by Onrust on TIDAL","https://album.link/i/1833536119","https://itunes.apple.com/search?term=ONRUST&entity=album&limit=200&country=GR","https://onrustmusic.bandcamp.com/album/van-woede-tot-wanhoop","2026-09-22",""
"distro","pelican-live-at-dunk-fest-2016-vinyl","Pelican","Live at Dunk! Fest 2016","Vinyl 12-inch","verified","https://pelican.bandcamp.com/album/live-dunk-fest-2016","3098258591","https://bandcamp.com/EmbeddedPlayer/album=3098258591/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Live @ Dunk!Fest 2016 | Pelican","verified","https://tidal.com/album/75794387","Live at Dunk!Fest 2016 by Pelican on TIDAL","https://album.link/i/1254654747","https://itunes.apple.com/search?term=Pelican&entity=album&limit=200&country=GR","https://pelican.bandcamp.com/album/live-dunk-fest-2016","2026-09-22",""
"distro","pirate-city-fortunate-isles-vinyl","Pirate City","Fortunate Isles","Vinyl 12-inch","verified","https://piratescity.bandcamp.com/album/fortunate-isles","2707480767","https://bandcamp.com/EmbeddedPlayer/album=2707480767/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Fortunate Isles | Pirates City","unverified","","","","https://itunes.apple.com/search?term=Pirates+City&entity=album&limit=200&country=GR","https://piratescity.bandcamp.com/album/fortunate-isles","2026-09-22",""
"distro","pirate-city-lovi-vinyl","Pirate City","Λωβή","Vinyl 12-inch","verified","https://piratescity.bandcamp.com/album/--4","4163104527","https://bandcamp.com/EmbeddedPlayer/album=4163104527/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","ΛΩΒΗ | Pirates City","verified","https://tidal.com/album/314913887","Λώβη by Pirates City on TIDAL","https://album.link/i/1706239724","https://itunes.apple.com/search?term=Pirates+City&entity=album&limit=200&country=GR","https://piratescity.bandcamp.com/album/--4","2026-09-22","Exact Greek title Λώβη. Do not confuse with Πειρατεία; Tidal ID 314913887 was selected by title."
"distro","pirate-city-piratia-vinyl","Pirate City","Πειρατεία","Vinyl 12-inch","verified","https://piratescity.bandcamp.com/album/--5","3256714038","https://bandcamp.com/EmbeddedPlayer/album=3256714038/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","ΠΕΙΡΑΤΕΙΑ | Pirates City","verified","https://tidal.com/album/465217337","ΠΕΙΡΑΤΕΙΑ by Pirates City on TIDAL","https://album.link/i/1844437322","https://itunes.apple.com/search?term=Pirates+City&entity=album&limit=200&country=GR","https://piratescity.bandcamp.com/album/--5","2026-09-22","Exact Greek title Πειρατεία. Do not confuse with Λώβη; Tidal ID 465217337 was selected by title."
"distro","primal-ephemeral","Mass Culture","Primal | Ephemeral","Vinyl 12-inch","verified","https://massculture.bandcamp.com/album/primal-ephemeral","2744564917","https://bandcamp.com/EmbeddedPlayer/album=2744564917/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Primal | Ephemeral | Mass Culture","unverified","","","","https://itunes.apple.com/search?term=Mass+Culture&entity=album&limit=200&country=GR","https://massculture.bandcamp.com/album/primal-ephemeral","2026-09-22",""
"distro","puta-volcano-represent-victory-below-eye-cd","Puta Volcano","Represent Victory Below Eye","CDs","verified","https://putavolcano.bandcamp.com/album/represent-victory-below-eye","2485774708","https://bandcamp.com/EmbeddedPlayer/album=2485774708/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Represent Victory Below Eye | Puta Volcano","verified","https://tidal.com/album/72708004","Represent Victory Below Eye - EP by Puta Volcano on TIDAL","https://album.link/i/1225708005","https://itunes.apple.com/search?term=Puta+Volcano&entity=album&limit=200&country=GR","https://putavolcano.bandcamp.com/album/represent-victory-below-eye","2026-09-22",""
"distro","rise-of-the-black-fang","Killgrave","Rise Of The Black Fang","Vinyl 12-inch","verified","https://killgravemetal.bandcamp.com/album/rise-of-the-black-fang","1768759776","https://bandcamp.com/EmbeddedPlayer/album=1768759776/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Rise Of The Black Fang | Killgrave","verified","https://tidal.com/album/400677259","Rise of the Black Fang by Killgrave on TIDAL","https://album.link/i/1780935391","https://itunes.apple.com/search?term=Killgrave&entity=album&limit=200&country=GR","https://killgravemetal.bandcamp.com/album/rise-of-the-black-fang","2026-09-22",""
"distro","rite","The You and What Army Faction","RITE","Vinyl 12-inch","verified","https://theyouandwhatarmyfaction.bandcamp.com/album/rite","4192131359","https://bandcamp.com/EmbeddedPlayer/album=4192131359/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","RITE | The You and What Army Faction","verified","https://tidal.com/album/70642677","Rite by The You and What Army Faction on TIDAL","https://album.link/i/1207573995","https://itunes.apple.com/search?term=The+You+and+What+Army+Faction&entity=album&limit=200&country=GR","https://theyouandwhatarmyfaction.bandcamp.com/album/rite","2026-09-22",""
"distro","russian-circles-live-at-dunk-fest-2016-vinyl","Russian Circles","Live at Dunk! Fest 2016","Vinyl 12-inch","verified","https://russiancircles.bandcamp.com/album/live-at-dunk-fest","625962710","https://bandcamp.com/EmbeddedPlayer/album=625962710/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Live at Dunk! Fest | Russian Circles","verified","https://tidal.com/album/430129483","Live at Dunk! Fest by Russian Circles on TIDAL","https://album.link/i/1808527445","https://itunes.apple.com/search?term=Russian+Circles&entity=album&limit=200&country=GR","https://russiancircles.bandcamp.com/album/live-at-dunk-fest","2026-09-22","Official nine-track 2016 performance; Bandcamp release date and Tidal reissue date may differ. Preserve the live recording."
"distro","sadhus-the-big-fish-cd","Sadhus","The big fish","CDs","verified","https://sadhus.bandcamp.com/album/big-fish","345616547","https://bandcamp.com/EmbeddedPlayer/album=345616547/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Big Fish | Sadhus, The Smoking Community","unverified","","","","https://itunes.apple.com/search?term=Sadhus%2C+The+Smoking+Community&entity=album&limit=200&country=GR","https://sadhus.bandcamp.com/album/big-fish","2026-09-22",""
"distro","salto-mortale-ateles-to-on-cd","Salto Mortale","Ατελές το ον","CDs","unresolved","","","","","unverified","","","","https://itunes.apple.com/search?term=Salto+Mortale&entity=album&limit=200&country=GR","https://www.youtube.com/watch?v=g2Y3mf5lUUE","2026-09-22","Greek band from Patras and 2018 album. Official Bandcamp currently exposes other EPs, not this album; reject the Serbian namesake returned by music-directory lookup."
"distro","selenopolis","Olaf Olafsonn and the Big Bad Trip","Selenopolis","Vinyl 12-inch","verified","https://bigbadtrip.bandcamp.com/album/selenopolis","389124774","https://bandcamp.com/EmbeddedPlayer/album=389124774/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Selenopolis | Olaf Olafsonn and the Big Bad Trip","verified","https://tidal.com/album/204770547","Selenopolis by Olaf Olafsonn and the Big Bad Trip on TIDAL","https://album.link/i/1594854670","https://itunes.apple.com/search?term=Olaf+Olafsonn+and+the+Big+Bad+Trip&entity=album&limit=200&country=GR","https://bigbadtrip.bandcamp.com/album/selenopolis","2026-09-22",""
"distro","spinners","S/T","Spinners","Vinyl 12-inch","verified","https://spinnersathens.bandcamp.com/album/s-t-self-titled","28152230","https://bandcamp.com/EmbeddedPlayer/album=28152230/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","S/T (Self-Titled) | Spinners | SPInnERS","unverified","","","","https://itunes.apple.com/search?term=Spinners&entity=album&limit=200&country=GR","https://spinnersathens.bandcamp.com/album/s-t-self-titled","2026-09-22","Existing title/artist appear transposed: provider identifies Spinners — S/T (Self-Titled). Use this exact recording; do not search the unrelated soul group. No catalog renaming performed."
"distro","steelwitch","Steelwitch","Steelwitch","Vinyl 12-inch","verified","https://steelwitchgr.bandcamp.com/album/steelwitch","2917589917","https://bandcamp.com/EmbeddedPlayer/album=2917589917/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Steelwitch | Steelwitch","unverified","","","","https://itunes.apple.com/search?term=Steelwitch&entity=album&limit=200&country=GR","https://steelwitchgr.bandcamp.com/album/steelwitch","2026-09-22",""
"distro","stefan-clor-baltica-cd","Stefan Clor","Baltica","CDs","verified","https://soleilsbleus.bandcamp.com/album/baltica-sb011","3131036574","https://bandcamp.com/EmbeddedPlayer/album=3131036574/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Baltica (SB011) | Stéphane Clor | Soleils Bleus / Soleils Continus","unverified","","","","https://itunes.apple.com/search?term=St%C3%A9phane+Clor&entity=album&limit=200&country=GR","https://soleilsbleus.bandcamp.com/album/baltica-sb011","2026-09-22","Official artist/title are Stéphane Clor — Baltica (SB011); retained existing content ID."
"distro","sun-of-nothing-the-guilt-of-feeling-alive-cd","Sun of Nothing","The guilt of feeling alive","CDs","verified","https://sunofnothing.bandcamp.com/album/the-guilt-of-feeling-alive","3851536355","https://bandcamp.com/EmbeddedPlayer/album=3851536355/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","The Guilt of Feeling Alive | Sun of Nothing","verified","https://tidal.com/album/316044377","The Guilt Of Feeling Alive by Sun of Nothing on TIDAL","https://album.link/i/1707524934","https://itunes.apple.com/search?term=Sun+of+Nothing&entity=album&limit=200&country=GR","https://sunofnothing.bandcamp.com/album/the-guilt-of-feeling-alive","2026-09-22",""
"distro","the-chemical-bath","Demikhov","The Chemical Bath","Vinyl 12-inch","verified","https://demikhov.bandcamp.com/album/the-chemical-bath","668836504","https://bandcamp.com/EmbeddedPlayer/album=668836504/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","The Chemical Bath | Demikhov","verified","https://tidal.com/album/270247877","The Chemical Bath by Demikhov on TIDAL","https://album.link/i/1663901028","https://itunes.apple.com/search?term=Demikhov&entity=album&limit=200&country=GR","https://demikhov.bandcamp.com/album/the-chemical-bath","2026-09-22",""
"distro","the-curf-death-and-love-cd","The Curf","Death and Love","CDs","verified","https://thecurf.bandcamp.com/album/death-and-love","4220917081","https://bandcamp.com/EmbeddedPlayer/album=4220917081/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Death and Love | The Curf","verified","https://tidal.com/album/247846159","Death and Love by The Curf on TIDAL","https://album.link/i/1644511121","https://itunes.apple.com/search?term=The+Curf&entity=album&limit=200&country=GR","https://thecurf.bandcamp.com/album/death-and-love","2026-09-22",""
"distro","the-curf-i-cd","The Curf","I","CDs","verified","https://thecurf.bandcamp.com/album/i","3463695734","https://bandcamp.com/EmbeddedPlayer/album=3463695734/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","I | The Curf","verified","https://tidal.com/album/247840695","I by The Curf on TIDAL","https://album.link/i/1644502995","https://itunes.apple.com/search?term=The+Curf&entity=album&limit=200&country=GR","https://thecurf.bandcamp.com/album/i","2026-09-22",""
"distro","the-earthbound-la-guerra-final-cd","The earthbound","La Guerra Final","CDs","unresolved","","","","","unverified","","","","https://itunes.apple.com/search?term=The+earthbound&entity=album&limit=200&country=GR","https://www.thelabtshirtathens.com/product/the-earthbound-la-guerra-final-cd/","2026-09-22","Official The Lab listing identifies the 2008 Greek release. No exact supported stream verified; reject unrelated Earthbound artists."
"distro","the-feathers-of-oblivion","Olaf Olafsonn and the Big Bad Trip","The Feathers of Oblivion","Vinyl 12-inch","verified","https://bigbadtrip.bandcamp.com/album/the-feathers-of-oblivion","3647909515","https://bandcamp.com/EmbeddedPlayer/album=3647909515/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","The Feathers of Oblivion | Olaf Olafsonn and the Big Bad Trip","verified","https://tidal.com/album/200488137","The Feathers of Oblivion by Olaf Olafsonn and the Big Bad Trip on TIDAL","https://album.link/i/1589223635","https://itunes.apple.com/search?term=Olaf+Olafsonn+and+the+Big+Bad+Trip&entity=album&limit=200&country=GR","https://bigbadtrip.bandcamp.com/album/the-feathers-of-oblivion","2026-09-22",""
"distro","the-last-second","Their Methlab","The Last Second","Vinyl 12-inch","verified","https://theirmethlab.bandcamp.com/album/the-last-second","2551223841","https://bandcamp.com/EmbeddedPlayer/album=2551223841/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","The Last Second | Their Methlab","verified","https://tidal.com/album/104591962","The Last Second by Their Methlab on TIDAL","https://album.link/i/1454080590","https://itunes.apple.com/search?term=Their+Methlab&entity=album&limit=200&country=GR","https://theirmethlab.bandcamp.com/album/the-last-second","2026-09-22",""
"distro","the-vagina-lips-random-tapes-cassette","The Vagina lips","Random Tapes","Tapes","unresolved","","","","","unverified","","","","https://itunes.apple.com/search?term=The+Vagina+lips&entity=album&limit=200&country=GR","https://vaginalips.bandcamp.com/","2026-09-22","Random Tapes appears to be the cassette label; secondary sources describe a self-titled 2015 cassette. Artist Bandcamp has other releases; label site returned a challenge. User also searched unsuccessfully on 2026-09-22. No substitute assigned."
"distro","three-way-plane-your-kingdom-my-life-cd","Three Way plane","Your Kingdom, my life","CDs","verified","https://threewayplane.bandcamp.com/album/your-kingdom-my-life","513457289","https://bandcamp.com/EmbeddedPlayer/album=513457289/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Your Kingdom, My Life | Three Way Plane","unverified","","","","https://itunes.apple.com/search?term=Three+Way+Plane&entity=album&limit=200&country=GR","https://threewayplane.bandcamp.com/album/your-kingdom-my-life","2026-09-22",""
"distro","three-way-plane-your-kingdom-my-life-vinyl","Three Way plane","Your Kingdom, my life","Vinyl 12-inch","verified","https://threewayplane.bandcamp.com/album/your-kingdom-my-life","513457289","https://bandcamp.com/EmbeddedPlayer/album=513457289/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Your Kingdom, My Life | Three Way Plane","unverified","","","","https://itunes.apple.com/search?term=Three+Way+Plane&entity=album&limit=200&country=GR","https://threewayplane.bandcamp.com/album/your-kingdom-my-life","2026-09-22",""
"distro","toundra-iv-cd","Toundra","IV","CDs","verified","https://insideoutmusic.bandcamp.com/album/iv","1588370455","https://bandcamp.com/EmbeddedPlayer/album=1588370455/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","IV | Toundra | InsideOutMusic","unverified","","","","https://itunes.apple.com/search?term=Toundra&entity=album&limit=200&country=GR","https://insideoutmusic.bandcamp.com/album/iv","2026-09-22",""
"distro","transatlantic-transiberian","Goodbye, Kings","Transatlantic // Transiberian","Vinyl 12-inch","verified","https://goodbyekings.bandcamp.com/album/transatlantic-transiberian","2451171997","https://bandcamp.com/EmbeddedPlayer/album=2451171997/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Transatlantic // Transiberian | Goodbye, Kings","unverified","","","","https://itunes.apple.com/search?term=Goodbye%2C+Kings&entity=album&limit=200&country=GR","https://goodbyekings.bandcamp.com/album/transatlantic-transiberian","2026-09-22",""
"distro","turpentine-valley-veuel-vinyl","Turpentine Valley","Veuel","Vinyl 12-inch","verified","https://turpentinevalley.bandcamp.com/album/veuel-2","417978429","https://bandcamp.com/EmbeddedPlayer/album=417978429/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","VEUEL | Turpentine Valley","unverified","","","","https://itunes.apple.com/search?term=Turpentine+Valley&entity=album&limit=200&country=GR","https://turpentinevalley.bandcamp.com/album/veuel-2","2026-09-22",""
"distro","ukryte-zalety-systemu-s-t-cd","UKRYTE ZALETY SYSTEMU","s/t","CDs","verified","https://uzs-ukrytezaletysystemu.bandcamp.com/album/s-t","3886826928","https://bandcamp.com/EmbeddedPlayer/album=3886826928/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","s/t | UZS - UKRYTE ZALETY SYSTEMU","unverified","","","","https://itunes.apple.com/search?term=UZS+-+UKRYTE+ZALETY+SYSTEMU&entity=album&limit=200&country=GR","https://uzs-ukrytezaletysystemu.bandcamp.com/album/s-t","2026-09-22",""
"distro","unkraut","Speck","UnKraut","Vinyl 12-inch","verified","https://speckspeckspeck.bandcamp.com/album/unkraut","2847849318","https://bandcamp.com/EmbeddedPlayer/album=2847849318/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","UNKRAUT | SPECK","unverified","","","","https://itunes.apple.com/search?term=SPECK&entity=album&limit=200&country=GR","https://speckspeckspeck.bandcamp.com/album/unkraut","2026-09-22",""
"distro","unshaped-ahead-8-cantons-vinyl","Unshaped Ahead","8 Cantons","Vinyl 12-inch","verified","https://unshapedahead.bandcamp.com/album/8-cantons","34459368","https://bandcamp.com/EmbeddedPlayer/album=34459368/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","8 Cantons | Unshaped_Ahead(Dimos Vryzas) | Unshaped_Ahead","unverified","","","","https://itunes.apple.com/search?term=Unshaped_Ahead%28Dimos+Vryzas%29&entity=album&limit=200&country=GR","https://unshapedahead.bandcamp.com/album/8-cantons","2026-09-22",""
"distro","voyage-voyage","Zaperlipopette!","Voyage Voyage","Vinyl 12-inch","verified","https://zapperlot.bandcamp.com/album/voyage-voyage","1602712979","https://bandcamp.com/EmbeddedPlayer/album=1602712979/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Voyage Voyage | Zaperlipopette!","unverified","","","","https://itunes.apple.com/search?term=Zaperlipopette%21&entity=album&limit=200&country=GR","https://zapperlot.bandcamp.com/album/voyage-voyage","2026-09-22",""
"distro","we-lost-the-sea-a-single-flower-vinyl","We lost the Sea","A single flower","Vinyl 12-inch","verified","https://welostthesea.bandcamp.com/album/a-single-flower","3710382754","https://bandcamp.com/EmbeddedPlayer/album=3710382754/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","A Single Flower | We Lost The Sea","unverified","","","","https://itunes.apple.com/search?term=We+Lost+The+Sea&entity=album&limit=200&country=GR","https://welostthesea.bandcamp.com/album/a-single-flower","2026-09-22",""
"distro","we-lost-the-sea-departure-songs-vinyl","We lost the Sea","Departure Songs","Vinyl 12-inch","verified","https://welostthesea.bandcamp.com/album/departure-songs","3408776844","https://bandcamp.com/EmbeddedPlayer/album=3408776844/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Departure Songs | We Lost The Sea","verified","https://tidal.com/album/51880079","Departure Songs by We Lost The Sea on TIDAL","https://album.link/i/1044167062","https://itunes.apple.com/search?term=We+Lost+The+Sea&entity=album&limit=200&country=GR","https://welostthesea.bandcamp.com/album/departure-songs","2026-09-22",""
"distro","we-lost-the-sea-triumph-disaster-vinyl","We lost the Sea","Triumph & Disaster","Vinyl 12-inch","verified","https://welostthesea.bandcamp.com/album/triumph-disaster","843170072","https://bandcamp.com/EmbeddedPlayer/album=843170072/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Triumph & Disaster | We Lost The Sea","unverified","","","","https://itunes.apple.com/search?term=We+Lost+The+Sea&entity=album&limit=200&country=GR","https://welostthesea.bandcamp.com/album/triumph-disaster","2026-09-22",""
"distro","wreckquiem","Three Way Plane","Wreckquiem","Vinyl 12-inch","verified","https://threewayplane.bandcamp.com/album/wreckquiem","400452733","https://bandcamp.com/EmbeddedPlayer/album=400452733/size=large/bgcol=0d0d0d/linkcol=f5f5f5/artwork=big/transparent=true/","Wreckquiem | Three Way Plane","unverified","","","","https://itunes.apple.com/search?term=Three+Way+Plane&entity=album&limit=200&country=GR","https://threewayplane.bandcamp.com/album/wreckquiem","2026-09-22",""
